"No","FXY","ElementName_E","CodeFigure","EntryName_E","EntryName_sub1_E","EntryName_sub2_E","Note_E","Status"
2206,"019117","Cloud picture type of the PT-number","1","A (Curved Band)",,,,"Operational"
2207,"019117","Cloud picture type of the PT-number","2","B (CDO)",,,,"Operational"
2208,"019117","Cloud picture type of the PT-number","3","C (Shear)",,,,"Operational"
2209,"019117","Cloud picture type of the PT-number","4-6","Reserved",,,,"Operational"
2210,"019117","Cloud picture type of the PT-number","7","Missing value",,,,"Operational"
2211,"019119","Type of the final T-number","1","DT-number",,,,"Operational"
2212,"019119","Type of the final T-number","2","PT-number",,,,"Operational"
2213,"019119","Type of the final T-number","3","MET-number",,,,"Operational"
2214,"019119","Type of the final T-number","4-6","Reserved",,,,"Operational"
2215,"019119","Type of the final T-number","7","Missing value",,,,"Operational"
2216,"020003","Present weather","00-49","No precipitation at the station at the time of observation",,,,"Operational"
2217,"020003","Present weather","00-19","No precipitation, fog, ice fog (except for 11 and 12), duststorm, sandstorm, drifting or blowing snow at the station* at the time of observation or, except for 09 and 17, during the preceding hour",,,"(*)#BUFR_16_0_0_CodeFlag.doc#BC_CF020003a","Operational"
2218,"020003","Present weather","00-03","No meteors except photometeors",,,,"Operational"
2219,"020003","Present weather","00","Cloud development not observed or not observable","Characteristic change of the state of sky during the past hour",,,"Operational"
2220,"020003","Present weather","01","Clouds generally dissolving or becoming less developed","Characteristic change of the state of sky during the past hour",,,"Operational"
2221,"020003","Present weather","02","State of sky on the whole unchanged","Characteristic change of the state of sky during the past hour",,,"Operational"
2222,"020003","Present weather","03","Clouds generally forming or developing","Characteristic change of the state of sky during the past hour",,,"Operational"
2223,"020003","Present weather","04-09","Haze, dust, sand or smoke",,,,"Operational"
2224,"020003","Present weather","04","Visibility reduced by smoke, e.g. veldt or forest fires, Industrial smoke or volcanic ashes",,,,"Operational"
2225,"020003","Present weather","05","Haze",,,,"Operational"
2226,"020003","Present weather","06","Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation",,,,"Operational"
2227,"020003","Present weather","07","Dust or sand raised by wind at or near the station at the time of observation, but no well developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of sea stations and coastal stations, blowing spray at the station",,,,"Operational"
2228,"020003","Present weather","08","Well developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the same time of observation, but no duststorm or sandstorm",,,,"Operational"
2229,"020003","Present weather","09","Duststorm or sandstorm within sight at the time of observation, or at the station during the preceding hour",,,,"Operational"
2230,"020003","Present weather","10","Mist",,,,"Operational"
2231,"020003","Present weather","11","Patches","shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea",,,"Operational"
2232,"020003","Present weather","12","More or less continuous","shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea",,,"Operational"
2233,"020003","Present weather","13","Lightning visible, no thunder heard",,,,"Operational"
2234,"020003","Present weather","14","Precipitation within sight, not reaching the ground or the surface of the sea",,,,"Operational"
2235,"020003","Present weather","15","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station",,,,"Operational"
2236,"020003","Present weather","16","Precipitation within sight, reaching the ground or the surface of the sea, near to, but not at the station",,,,"Operational"
2237,"020003","Present weather","17","Thunderstorm, but no precipitation at the time of observation",,,,"Operational"
2238,"020003","Present weather","18","Squalls","at or within sight of the station during the preceding hour or at the time of observation",,,"Operational"
2239,"020003","Present weather","19","Funnel cloud(s)","at or within sight of the station during the preceding hour or at the time of observation",,"**#BUFR_16_0_0_CodeFlag.doc#BC_CF020003a","Operational"
2240,"020003","Present weather","20-29","Precipitation, fog, ice fog or thunderstorm at the station during the preceding hour but not at the time of observation",,,,"Operational"
2241,"020003","Present weather","20","Drizzle (not freezing) or snow grains","not falling as shower(s)",,,"Operational"
2242,"020003","Present weather","21","Rain (not freezing)","not falling as shower(s)",,,"Operational"
2243,"020003","Present weather","22","Snow","not falling as shower(s)",,,"Operational"
2244,"020003","Present weather","23","Rain and snow or ice pellets","not falling as shower(s)",,,"Operational"
2245,"020003","Present weather","24","Freezing drizzle or freezing rain","not falling as shower(s)",,,"Operational"
2246,"020003","Present weather","25","Shower(s) of rain","not falling as shower(s)",,,"Operational"
2247,"020003","Present weather","26","Shower(s) of snow, or of rain and snow",,,,"Operational"
2248,"020003","Present weather","27","Shower(s) of hail*, or of rain and hail",,,"(*)#BUFR_16_0_0_CodeFlag.doc#BC_CF020003a2","Operational"
2249,"020003","Present weather","28","Fog or ice fog",,,,"Operational"
2250,"020003","Present weather","29","Thunderstorm (with or without precipitation)",,,,"Operational"
2251,"020003","Present weather","30-39","Duststorm, sandstorm, drifting or blowing snow",,,,"Operational"
2252,"020003","Present weather","30","Slight or moderate duststorm or sandstorm","has decreased during the preceding hour",,,"Operational"
2253,"020003","Present weather","31","Slight or moderate duststorm or sandstorm","no appreciable change during the preceding hour",,,"Operational"
2254,"020003","Present weather","32","Slight or moderate duststorm or sandstorm","has begun or has increased during the preceding hour",,,"Operational"
2255,"020003","Present weather","33","Severe duststorm or sandstorm","has decreased during the preceding hour",,,"Operational"
2256,"020003","Present weather","34","Severe duststorm or sandstorm","no appreciable change during the preceding hour",,,"Operational"
2257,"020003","Present weather","35","Severe duststorm or sandstorm","has begun or has increased during the preceding hour",,,"Operational"
2258,"020003","Present weather","36","Slight or moderate drifting snow","generally low (below eye level)",,,"Operational"
2259,"020003","Present weather","37","Heavy drifting snow","generally low (below eye level)",,,"Operational"
2260,"020003","Present weather","38","Slight or moderate blowing snow","generally high (above eye level)",,,"Operational"
2261,"020003","Present weather","39","Heavy blowing snow","generally high (above eye level)",,,"Operational"
2262,"020003","Present weather","40-49","Fog or ice fog at the time of observation",,,,"Operational"
2263,"020003","Present weather","40","Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer",,,,"Operational"
2264,"020003","Present weather","41","Fog or ice fog in patches",,,,"Operational"
2265,"020003","Present weather","42","Fog or ice fog, sky visible","has become thinner during the preceding hour",,,"Operational"
2266,"020003","Present weather","43","Fog or ice fog, sky invisible","has become thinner during the preceding hour",,,"Operational"
2267,"020003","Present weather","44","Fog or ice fog, sky visible","no appreciable change during the preceding hour",,,"Operational"
2268,"020003","Present weather","45","Fog or ice fog, sky invisible","no appreciable change during the preceding hour",,,"Operational"
2269,"020003","Present weather","46","Fog or ice fog, sky visible","has begun or has become thicker during the preceding hour",,,"Operational"
2270,"020003","Present weather","47","Fog or ice fog, sky invisible","has begun or has become thicker during the preceding hour",,,"Operational"
2271,"020003","Present weather","48","Fog, depositing rime, sky visible",,,,"Operational"
2272,"020003","Present weather","49","Fog, depositing rime, sky invisible",,,,"Operational"
2273,"020003","Present weather","50-99","Precipitation at the station at the time of observation",,,,"Operational"
2274,"020003","Present weather","50-59","Drizzle",,,,"Operational"
2275,"020003","Present weather","50","Drizzle, not freezing, intermittent","slight at time of observation",,,"Operational"
2276,"020003","Present weather","51","Drizzle, not freezing, continuous","slight at time of observation",,,"Operational"
2277,"020003","Present weather","52","Drizzle, not freezing, intermittent","moderate at time of observation",,,"Operational"
2278,"020003","Present weather","53","Drizzle, not freezing, continuous","moderate at time of observation",,,"Operational"
2279,"020003","Present weather","54","Drizzle, not freezing, intermittent","heavy (dense) at time of observation",,,"Operational"
2280,"020003","Present weather","55","Drizzle, not freezing, continuous","heavy (dense) at time of observation",,,"Operational"
2281,"020003","Present weather","56","Drizzle, freezing, slight",,,,"Operational"
2282,"020003","Present weather","57","Drizzle, freezing, moderate or heavy (dense)",,,,"Operational"
2283,"020003","Present weather","58","Drizzle and rain, slight",,,,"Operational"
2284,"020003","Present weather","59","Drizzle and rain, moderate or heavy",,,,"Operational"
2285,"020003","Present weather","60-69","Rain",,,,"Operational"
2286,"020003","Present weather","60","Rain, not freezing, intermittent","slight at time of observation",,,"Operational"
2287,"020003","Present weather","61","Rain, not freezing, continuous","slight at time of observation",,,"Operational"
2288,"020003","Present weather","62","Rain, not freezing, intermittent","moderate at time of observation",,,"Operational"
2289,"020003","Present weather","63","Rain, not freezing, continuous","moderate at time of observation",,,"Operational"
2290,"020003","Present weather","64","Rain, not freezing, intermittent","heavy at time of observation",,,"Operational"
2291,"020003","Present weather","65","Rain, not freezing, continuous","heavy at time of observation",,,"Operational"
2292,"020003","Present weather","66","Rain, freezing, slight",,,,"Operational"
2293,"020003","Present weather","67","Rain, freezing, moderate or heavy",,,,"Operational"
2294,"020003","Present weather","68","Rain or drizzle and snow, light",,,,"Operational"
2295,"020003","Present weather","69","Rain or drizzle and snow, moderate or heavy",,,,"Operational"
2296,"020003","Present weather","70-79","Solid precipitation not in showers",,,,"Operational"
2297,"020003","Present weather","70","Intermittent fall of snowflakes","slight at time of observation",,,"Operational"
2298,"020003","Present weather","71","Continuous fall of snowflakes","slight at time of observation",,,"Operational"
2299,"020003","Present weather","72","Intermittent fall of snowflakes","moderate at time of observation",,,"Operational"
2300,"020003","Present weather","73","Continuous fall of snowflakes","moderate at time of observation",,,"Operational"
2301,"020003","Present weather","74","Intermittent fall of snowflakes","heavy at time of observation",,,"Operational"
2302,"020003","Present weather","75","Continuous fall of snowflakes","heavy at time of observation",,,"Operational"
2303,"020003","Present weather","76","Diamond dust (with or without fog)",,,,"Operational"
2304,"020003","Present weather","77","Snow grains (with or without fog)",,,,"Operational"
2305,"020003","Present weather","78","Isolated star like snow crystals (with or without fog)",,,,"Operational"
2306,"020003","Present weather","79","Ice pellets",,,,"Operational"
2307,"020003","Present weather","80-99","Showery precipitation, or precipitation with current or recent thunderstorm",,,,"Operational"
2308,"020003","Present weather","80","Rain shower(s), slight",,,,"Operational"
2309,"020003","Present weather","81","Rain shower(s), moderate or heavy",,,,"Operational"
2310,"020003","Present weather","82","Rain shower(s), violent",,,,"Operational"
2311,"020003","Present weather","83","Shower(s) of rain and snow mixed, slight",,,,"Operational"
2312,"020003","Present weather","84","Shower(s) of rain and snow mixed, moderate or heavy",,,,"Operational"
2313,"020003","Present weather","85","Snow shower(s), slight",,,,"Operational"
2314,"020003","Present weather","86","Snow shower(s), moderate or heavy",,,,"Operational"
2315,"020003","Present weather","87","Shower(s) of snow pellets or small hail, with or without rain or rain and snow mixed","slight",,,"Operational"
2316,"020003","Present weather","88","Shower(s) of snow pellets or small hail, with or without rain or rain and snow mixed","moderate or heavy",,,"Operational"
2317,"020003","Present weather","89","Shower(s) of hail, with or without rain or rain and snow mixed, not associated with thunder","slight",,,"Operational"
2318,"020003","Present weather","90","Shower(s) of hail, with or without rain or rain and snow mixed, not associated with thunder","moderate or heavy",,,"Operational"
2319,"020003","Present weather","91","Slight rain at time of observation","Thunderstorm during the preceding hour but not at time of observation",,,"Operational"
2320,"020003","Present weather","92","Moderate or heavy rain at time of observation","Thunderstorm during the preceding hour but not at time of observation",,,"Operational"
2321,"020003","Present weather","93","Slight snow, or rain and snow mixed or hail* at time of observation","Thunderstorm during the preceding hour but not at time of observation",,"(*)#BUFR_16_0_0_CodeFlag.doc#BC_CF020003a3","Operational"
2322,"020003","Present weather","94","Moderate or heavy snow, or rain and snow mixed or hail* at time of observation","Thunderstorm during the preceding hour but not at time of observation",,"(*)#BUFR_16_0_0_CodeFlag.doc#BC_CF020003a3","Operational"
2323,"020003","Present weather","95","Thunderstorm, slight or moderate, without hail*, but with rain and/or snow at time of observation","Thunderstorm at time of observation",,"(*)#BUFR_16_0_0_CodeFlag.doc#BC_CF020003a4","Operational"
2324,"020003","Present weather","96","Thunderstorm, slight or moderate, with hail* at time of observation","Thunderstorm at time of observation",,"(*)#BUFR_16_0_0_CodeFlag.doc#BC_CF020003a4","Operational"
2325,"020003","Present weather","97","Thunderstorm, heavy, without hail*, but with rain and/or snow at time of observation","Thunderstorm at time of observation",,"(*)#BUFR_16_0_0_CodeFlag.doc#BC_CF020003a4","Operational"
2326,"020003","Present weather","98","Thunderstorm combined with duststorm or sandstorm at time of observation","Thunderstorm at time of observation",,,"Operational"
2327,"020003","Present weather","99","Thunderstorm, heavy, with hail* at time of observation","Thunderstorm at time of observation",,"(*)#BUFR_16_0_0_CodeFlag.doc#BC_CF020003a4","Operational"
2328,"020003","Present weather","100","No significant weather observed",,,,"Operational"
2329,"020003","Present weather","101","Clouds generally dissolving or becoming less developed during the past hour",,,,"Operational"
2330,"020003","Present weather","102","State of sky on the whole unchanged during the past hour",,,,"Operational"
2331,"020003","Present weather","103","Clouds generally forming or developing during the past hour",,,,"Operational"
2332,"020003","Present weather","104","Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km",,,,"Operational"
2333,"020003","Present weather","105","Haze or smoke, or dust in suspension in the air, visibility less than 1 km",,,,"Operational"
2334,"020003","Present weather","106-109","Reserved",,,,"Operational"
2335,"020003","Present weather","110","Mist",,,,"Operational"
2336,"020003","Present weather","111","Diamond dust",,,,"Operational"
2337,"020003","Present weather","112","Distant lightning",,,,"Operational"
2338,"020003","Present weather","113-117","Reserved",,,,"Operational"
2339,"020003","Present weather","118","Squalls",,,,"Operational"
2340,"020003","Present weather","119","Reserved",,,,"Operational"
2341,"020003","Present weather","120","Fog",,,,"Operational"
2342,"020003","Present weather","121","PRECIPITATION",,,,"Operational"
2343,"020003","Present weather","122","Drizzle (not freezing) or snow grains",,,,"Operational"
2344,"020003","Present weather","123","Rain (not freezing)",,,,"Operational"
2345,"020003","Present weather","124","Snow",,,,"Operational"
2346,"020003","Present weather","125","Freezing drizzle or freezing rain",,,,"Operational"
2347,"020003","Present weather","126","Thunderstorm (with or without precipitation)",,,,"Operational"
2348,"020003","Present weather","127","BLOWING OR DRIFTING SNOW OR SAND",,,,"Operational"
2349,"020003","Present weather","128","Blowing or drifting snow or sand, visibility equal to, or greater than, 1 km",,,,"Operational"
2350,"020003","Present weather","129","Blowing or drifting snow or sand, visibility less than 1 km",,,,"Operational"
2351,"020003","Present weather","130","FOG",,,,"Operational"
2352,"020003","Present weather","131","Fog or ice fog in patches",,,,"Operational"
2353,"020003","Present weather","132","Fog or ice fog, has become thinner during the past hour",,,,"Operational"
2354,"020003","Present weather","133","Fog or ice fog, no appreciable change during the past hour",,,,"Operational"
2355,"020003","Present weather","134","Fog or ice fog, has begun or become thicker during the past hour",,,,"Operational"
2356,"020003","Present weather","135","Fog, depositing rime",,,,"Operational"
2357,"020003","Present weather","136-139","Reserved",,,,"Operational"
2358,"020003","Present weather","140","PRECIPITATION",,,,"Operational"
2359,"020003","Present weather","141","Precipitation, slight or moderate",,,,"Operational"
2360,"020003","Present weather","142","Precipitation, heavy",,,,"Operational"
2361,"020003","Present weather","143","Liquid precipitation, slight or moderate",,,,"Operational"
2362,"020003","Present weather","144","Liquid precipitation, heavy",,,,"Operational"
2363,"020003","Present weather","145","Solid precipitation, slight or moderate",,,,"Operational"
2364,"020003","Present weather","146","Solid precipitation, heavy",,,,"Operational"
2365,"020003","Present weather","147","Freezing precipitation, slight or moderate",,,,"Operational"
2366,"020003","Present weather","148","Freezing precipitation, heavy",,,,"Operational"
2367,"020003","Present weather","149","Reserved",,,,"Operational"
2368,"020003","Present weather","150","DRIZZLE",,,,"Operational"
2369,"020003","Present weather","151","Drizzle, not freezing, slight",,,,"Operational"
2370,"020003","Present weather","152","Drizzle, not freezing, moderate",,,,"Operational"
2371,"020003","Present weather","153","Drizzle, not freezing, heavy",,,,"Operational"
2372,"020003","Present weather","154","Drizzle, freezing, slight",,,,"Operational"
2373,"020003","Present weather","155","Drizzle, freezing, moderate",,,,"Operational"
2374,"020003","Present weather","156","Drizzle, freezing, heavy",,,,"Operational"
2375,"020003","Present weather","157","Drizzle and rain, slight",,,,"Operational"
2376,"020003","Present weather","158","Drizzle and rain, moderate or heavy",,,,"Operational"
2377,"020003","Present weather","159","Reserved",,,,"Operational"
2378,"020003","Present weather","160","RAIN",,,,"Operational"
2379,"020003","Present weather","161","Rain, not freezing, slight",,,,"Operational"
2380,"020003","Present weather","162","Rain, not freezing, moderate",,,,"Operational"
2381,"020003","Present weather","163","Rain, not freezing, heavy",,,,"Operational"
2382,"020003","Present weather","164","Rain, freezing, slight",,,,"Operational"
2383,"020003","Present weather","165","Rain, freezing, moderate",,,,"Operational"
2384,"020003","Present weather","166","Rain, freezing, heavy",,,,"Operational"
2385,"020003","Present weather","167","Rain (or drizzle) and snow, slight",,,,"Operational"
2386,"020003","Present weather","168","Rain (or drizzle) and snow, moderate or heavy",,,,"Operational"
2387,"020003","Present weather","169","Reserved",,,,"Operational"
2388,"020003","Present weather","170","SNOW",,,,"Operational"
2389,"020003","Present weather","171","Snow, slight",,,,"Operational"
2390,"020003","Present weather","172","Snow, moderate",,,,"Operational"
2391,"020003","Present weather","173","Snow, heavy",,,,"Operational"
2392,"020003","Present weather","174","Ice pellets, slight",,,,"Operational"
2393,"020003","Present weather","175","Ice pellets, moderate",,,,"Operational"
2394,"020003","Present weather","176","Ice pellets, heavy",,,,"Operational"
2395,"020003","Present weather","177","Snow grains",,,,"Operational"
2396,"020003","Present weather","178","Ice crystals",,,,"Operational"
2397,"020003","Present weather","179","Reserved",,,,"Operational"
2398,"020003","Present weather","180","SHOWER(S) OR INTERMITTENT PRECIPITATION",,,,"Operational"
2399,"020003","Present weather","181","Rain shower(s) or intermittent rain, slight",,,,"Operational"
2400,"020003","Present weather","182","Rain shower(s) or intermittent rain, moderate",,,,"Operational"
2401,"020003","Present weather","183","Rain shower(s) or intermittent rain, heavy",,,,"Operational"
2402,"020003","Present weather","184","Rain shower(s) or intermittent rain, violent",,,,"Operational"
2403,"020003","Present weather","185","Snow shower(s) or intermittent snow, slight",,,,"Operational"
2404,"020003","Present weather","186","Snow shower(s) or intermittent snow, moderate",,,,"Operational"
2405,"020003","Present weather","187","Snow shower(s) or intermittent snow, heavy",,,,"Operational"
2406,"020003","Present weather","188","Reserved",,,,"Operational"
2407,"020003","Present weather","189","Hail",,,,"Operational"
2408,"020003","Present weather","190","THUNDERSTORM",,,,"Operational"
2409,"020003","Present weather","191","Thunderstorm, slight or moderate, with no precipitation",,,,"Operational"
2410,"020003","Present weather","192","Thunderstorm, slight or moderate, with rain showers and/or snow showers",,,,"Operational"
2411,"020003","Present weather","193","Thunderstorm, slight or moderate, with hail",,,,"Operational"
2412,"020003","Present weather","194","Thunderstorm, heavy, with no precipitation",,,,"Operational"
2413,"020003","Present weather","195","Thunderstorm, heavy, with rain showers and/or snow showers",,,,"Operational"
2414,"020003","Present weather","196","Thunderstorm, heavy, with hail",,,,"Operational"
2415,"020003","Present weather","197-198","Reserved",,,,"Operational"
2416,"020003","Present weather","199","Tornado",,,,"Operational"
2417,"020003","Present weather","200-203","Not used",,,,"Operational"
2418,"020003","Present weather","204","Volcanic ash suspended in the air aloft",,,,"Operational"
2419,"020003","Present weather","205","Not used",,,,"Operational"
2420,"020003","Present weather","206","Thick dust haze, visibility less than 1 km",,,,"Operational"
2421,"020003","Present weather","207","Blowing spray at the station",,,,"Operational"
2422,"020003","Present weather","208","Drifting dust (sand)",,,,"Operational"
2423,"020003","Present weather","209","Wall of dust or sand in distance (like haboob)",,,,"Operational"
2424,"020003","Present weather","210","Snow haze",,,,"Operational"
2425,"020003","Present weather","211","Whiteout",,,,"Operational"
2426,"020003","Present weather","212","Not used",,,,"Operational"
2427,"020003","Present weather","213","Lightning, cloud to surface",,,,"Operational"
2428,"020003","Present weather","214-216","Not used",,,,"Operational"
2429,"020003","Present weather","217","Dry thunderstorm",,,,"Operational"
2430,"020003","Present weather","218","Not used",,,,"Operational"
2431,"020003","Present weather","219","Tornado cloud (destructive) at or within sight of the station during preceding hour or at the time of observation",,,,"Operational"
2432,"020003","Present weather","220","Deposition of volcanic ash",,,,"Operational"
2433,"020003","Present weather","221","Deposition of dust or sand",,,,"Operational"
2434,"020003","Present weather","222","Deposition of dew",,,,"Operational"
2435,"020003","Present weather","223","Deposition of wet snow",,,,"Operational"
2436,"020003","Present weather","224","Deposition of soft rime",,,,"Operational"
2437,"020003","Present weather","225","Deposition of hard rime",,,,"Operational"
2438,"020003","Present weather","226","Deposition of hoar frost",,,,"Operational"
2439,"020003","Present weather","227","Deposition of glaze",,,,"Operational"
2440,"020003","Present weather","228","Deposition of ice crust (ice slick)",,,,"Operational"
2441,"020003","Present weather","229","Not used",,,,"Operational"
2442,"020003","Present weather","230","Duststorm or sandstorm with temperature below 0 °C",,,,"Operational"
2443,"020003","Present weather","231-238","Not used",,,,"Operational"
2444,"020003","Present weather","239","Blowing snow, impossible to determine whether snow is falling or not",,,,"Operational"
2445,"020003","Present weather","240","Not used",,,,"Operational"
2446,"020003","Present weather","241","Fog on sea",,,,"Operational"
2447,"020003","Present weather","242","Fog in valleys",,,,"Operational"
2448,"020003","Present weather","243","Arctic or Antarctic sea smoke",,,,"Operational"
2449,"020003","Present weather","244","Steam fog (sea, lake or river)",,,,"Operational"
2450,"020003","Present weather","245","Steam log (land)",,,,"Operational"
2451,"020003","Present weather","246","Fog over ice or snow cover",,,,"Operational"
2452,"020003","Present weather","247","Dense fog, visibility 60-90 m",,,,"Operational"
2453,"020003","Present weather","248","Dense fog, visibility 30-60 m",,,,"Operational"
2454,"020003","Present weather","249","Dense fog, visibility less than 30 m",,,,"Operational"
2455,"020003","Present weather","250","Drizzle, rate of fall - less than 0.10 mm h-1",,,,"Operational"
2456,"020003","Present weather","251","Drizzle, rate of fall - 0.10-0.19 mm h-1",,,,"Operational"
2457,"020003","Present weather","252","Drizzle, rate of fall - 0.20-0.39 mm h-1",,,,"Operational"
2458,"020003","Present weather","253","Drizzle, rate of fall - 0.40-0.79 mm h-1",,,,"Operational"
2459,"020003","Present weather","254","Drizzle, rate of fall - 0.80-1.59 mm h-1",,,,"Operational"
2460,"020003","Present weather","255","Drizzle, rate of fall - 1.60-3.19 mm h-1",,,,"Operational"
2461,"020003","Present weather","256","Drizzle, rate of fall - 3.20-6.39 mm h-1",,,,"Operational"
2462,"020003","Present weather","257","Drizzle, rate of fall - 6.4 mm h-1 or more",,,,"Operational"
2463,"020003","Present weather","258","Not used",,,,"Operational"
2464,"020003","Present weather","259","Drizzle and snow",,,,"Operational"
2465,"020003","Present weather","260","Rain, rate of fall - less than 1.0 mm h-1",,,,"Operational"
2466,"020003","Present weather","261","Rain, rate of fall - 1.0-1.9 mm h-1",,,,"Operational"
2467,"020003","Present weather","262","Rain, rate of fall - 2.0-3.9 mm h-1",,,,"Operational"
2468,"020003","Present weather","263","Rain, rate of fall - 4.0-7.9 mm h-1",,,,"Operational"
2469,"020003","Present weather","264","Rain, rate of fall - 8.0-15.9 mm h-1",,,,"Operational"
2470,"020003","Present weather","265","Rain, rate of fall - 16.0-31.9 mm h-1",,,,"Operational"
2471,"020003","Present weather","266","Rain, rate of fall - 32.0-63.9 mm h-1",,,,"Operational"
2472,"020003","Present weather","267","Rain, rate of fall - 64.0 mm h-1 or more",,,,"Operational"
2473,"020003","Present weather","268-269","Not used",,,,"Operational"
2474,"020003","Present weather","270","Snow, rate of fall - less than 1.0 cm h-1",,,,"Operational"
2475,"020003","Present weather","271","Snow, rate of fall - 1.0-1.9 cm h-1",,,,"Operational"
2476,"020003","Present weather","272","Snow, rate of fall - 2.0-3.9 cm h-1",,,,"Operational"
2477,"020003","Present weather","273","Snow, rate of fall - 4.0-7.9 cm h-1",,,,"Operational"
2478,"020003","Present weather","274","Snow, rate of fall - 8.0-15.9 cm h-1",,,,"Operational"
2479,"020003","Present weather","275","Snow, rate of fall - 16.0-31.9 cm h-1",,,,"Operational"
2480,"020003","Present weather","276","Snow, rate of fall - 32.0-63.9 cm h-1",,,,"Operational"
2481,"020003","Present weather","277","Snow, rate of fall - 64.0 cm h-1 or more",,,,"Operational"
2482,"020003","Present weather","278","Snow or ice crystal precipitation from a clear sky",,,,"Operational"
2483,"020003","Present weather","279","Wet snow, freezing on contact",,,,"Operational"
2484,"020003","Present weather","280","Precipitation of rain",,,,"Operational"
2485,"020003","Present weather","281","Precipitation of rain, freezing",,,,"Operational"
2486,"020003","Present weather","282","Precipitation of rain and snow mixed",,,,"Operational"
2487,"020003","Present weather","283","Precipitation of snow",,,,"Operational"
2488,"020003","Present weather","284","Precipitation of snow pellets or small hall",,,,"Operational"
2489,"020003","Present weather","285","Precipitation of snow pellets or small hail, with rain",,,,"Operational"
2490,"020003","Present weather","286","Precipitation of snow pellets or small hail, with rain and snow mixed",,,,"Operational"
2491,"020003","Present weather","287","Precipitation of snow pellets or small hail, with snow",,,,"Operational"
2492,"020003","Present weather","288","Precipitation of hail",,,,"Operational"
2493,"020003","Present weather","289","Precipitation of hail, with rain",,,,"Operational"
2494,"020003","Present weather","290","Precipitation of hall, with rain and snow mixed",,,,"Operational"
2495,"020003","Present weather","291","Precipitation of hail, with snow",,,,"Operational"
2496,"020003","Present weather","292","Shower(s) or thunderstorm over sea",,,,"Operational"
2497,"020003","Present weather","293","Shower(s) or thunderstorm over mountains",,,,"Operational"
2498,"020003","Present weather","294-299","Not used",,,,"Operational"
2499,"020003","Present weather","300-507","Reserved",,,,"Operational"
2500,"020003","Present weather","508","No significant phenomenon to report, present and past weather omitted",,,,"Operational"
2501,"020003","Present weather","509","No observation, data not available, present and past weather omitted",,,,"Operational"
2502,"020003","Present weather","510","Present and past weather missing, but expected",,,,"Operational"
2503,"020003","Present weather","511","Missing value",,,,"Operational"
2504,"020004","Past weather (1)","0","Cloud covering 1/2 or less of the sky throughout the appropriate period",,,,"Operational"
2505,"020004","Past weather (1)","1","Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period",,,,"Operational"
2506,"020004","Past weather (1)","2","Cloud covering more than 1/2 of the sky throughout the appropriate period",,,,"Operational"
2507,"020004","Past weather (1)","3","Sandstorm, duststorm or blowing snow",,,,"Operational"
2508,"020004","Past weather (1)","4","Fog or ice fog or thick haze",,,,"Operational"
2509,"020004","Past weather (1)","5","Drizzle",,,,"Operational"
2510,"020004","Past weather (1)","6","Rain",,,,"Operational"
2511,"020004","Past weather (1)","7","Snow, or rain and snow mixed",,,,"Operational"
2512,"020004","Past weather (1)","8","Shower(s)",,,,"Operational"
2513,"020004","Past weather (1)","9","Thunderstorm(s) with or without precipitation",,,,"Operational"
2514,"020004","Past weather (1)","10","No significant weather observed",,,,"Operational"
2515,"020004","Past weather (1)","11","VISIBILITY REDUCED (see Note)",,,,"Operational"
2516,"020004","Past weather (1)","12","Blowing phenomena, visibility reduced",,,,"Operational"
2517,"020004","Past weather (1)","13","FOG (see Note)",,,,"Operational"
2518,"020004","Past weather (1)","14","PRECIPITATION (see Note)",,,,"Operational"
2519,"020004","Past weather (1)","15","Drizzle",,,,"Operational"
2520,"020004","Past weather (1)","16","Rain",,,,"Operational"
2521,"020004","Past weather (1)","17","Snow or ice pellets",,,,"Operational"
2522,"020004","Past weather (1)","18","Showers or intermittent precipitation",,,,"Operational"
2523,"020004","Past weather (1)","19","Thunderstorm",,,,"Operational"
2524,"020004","Past weather (1)","20-30","Reserved",,,,"Operational"
2525,"020004","Past weather (1)","31","Missing value",,,,"Operational"
2526,"020005","Past weather (2)","0","Cloud covering 1/2 or less of the sky throughout the appropriate period",,,,"Operational"
2527,"020005","Past weather (2)","1","Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period",,,,"Operational"
2528,"020005","Past weather (2)","2","Cloud covering more than 1/2 of the sky throughout the appropriate period",,,,"Operational"
2529,"020005","Past weather (2)","3","Sandstorm, duststorm or blowing snow",,,,"Operational"
2530,"020005","Past weather (2)","4","Fog or ice fog or thick haze",,,,"Operational"
2531,"020005","Past weather (2)","5","Drizzle",,,,"Operational"
2532,"020005","Past weather (2)","6","Rain",,,,"Operational"
