"No","FXY","ElementName_E","CodeFigure","EntryName_E","EntryName_sub1_E","EntryName_sub2_E","Note_E","Status"
413,"002021","Satellite instrument data used in processing","1","High resolution Infrared sounder (HIRS)",,,,"Operational"
414,"002021","Satellite instrument data used in processing","2","Microwave sounding unit (MSU)",,,,"Operational"
415,"002021","Satellite instrument data used in processing","3","Stratospheric sounding unit (SSU)",,,,"Operational"
416,"002021","Satellite instrument data used in processing","4","AMI (Advanced microwave instrument) wind mode",,,,"Operational"
417,"002021","Satellite instrument data used in processing","5","AMI (Advanced microwave instrument) wave mode",,,,"Operational"
418,"002021","Satellite instrument data used in processing","6","AMI (Advanced microwave instrument) image mode",,,,"Operational"
419,"002021","Satellite instrument data used in processing","7","RADAR altimeter",,,,"Operational"
420,"002021","Satellite instrument data used in processing","8","ATSR (along-track scanning radiometer)",,,,"Operational"
421,"002021","Satellite instrument data used in processing","All 9","Missing value",,,,"Operational"
422,"002022","Satellite data-processing technique used","1","Processing technique not defined",,,,"Operational"
423,"002022","Satellite data-processing technique used","2","Automated statistical regression",,,,"Operational"
424,"002022","Satellite data-processing technique used","3","Clear path",,,,"Operational"
425,"002022","Satellite data-processing technique used","4","Partly cloudy path",,,,"Operational"
426,"002022","Satellite data-processing technique used","5","Cloudy path",,,,"Operational"
427,"002022","Satellite data-processing technique used","6-7","Reserved",,,,"Operational"
428,"002022","Satellite data-processing technique used","All 8","Missing value",,,,"Operational"
429,"002023","Satellite-derived wind computation method","0","Reserved",,,,"Operational"
430,"002023","Satellite-derived wind computation method","1","Wind derived from cloud motion observed in the infrared channel",,,,"Operational"
431,"002023","Satellite-derived wind computation method","2","Wind derived from cloud motion observed in the visible channel",,,,"Operational"
432,"002023","Satellite-derived wind computation method","3","Wind derived from cloud motion observed in the water vapour channel",,,,"Operational"
433,"002023","Satellite-derived wind computation method","4","Wind derived from motion observed in a combination of spectral channels",,,,"Operational"
434,"002023","Satellite-derived wind computation method","5","Wind derived from motion observed in the water vapour channel in clear air",,,,"Operational"
435,"002023","Satellite-derived wind computation method","6","Wind derived from motion observed in the ozone channel",,,,"Operational"
436,"002023","Satellite-derived wind computation method","7","Wind derived from motion observed in water vapour channel (cloud or clear air not specified)",,,,"Operational"
437,"002023","Satellite-derived wind computation method","8-12","Reserved",,,,"Operational"
438,"002023","Satellite-derived wind computation method","13","Root-mean-square",,,,"Operational"
439,"002023","Satellite-derived wind computation method","14","Reserved",,,,"Operational"
440,"002023","Satellite-derived wind computation method","15","Missing value",,,,"Operational"
441,"002024","Integrated mean humidity computational method","0","Reserved",,,,"Operational"
442,"002024","Integrated mean humidity computational method","1","Table with full range of humidity variation in layer",,,,"Operational"
443,"002024","Integrated mean humidity computational method","2","Regression technique on 2 humidity values in layer",,,,"Operational"
444,"002024","Integrated mean humidity computational method","3-14","Reserved",,,,"Operational"
445,"002024","Integrated mean humidity computational method","15","Missing value",,,,"Operational"
446,"002025","Satellite channel(s) used in computation","1","Reserved",,,,"Operational"
447,"002025","Satellite channel(s) used in computation",,"Group 1 - Layer precipitable water for the layers: surface to 700 hPa, 700 to 500 hPa, and 500 to 300 hPa",,,,"Operational"
448,"002025","Satellite channel(s) used in computation","2","HIRS",,,,"Operational"
449,"002025","Satellite channel(s) used in computation","3","MSU",,,,"Operational"
450,"002025","Satellite channel(s) used in computation","4-5","Reserved",,,,"Operational"
451,"002025","Satellite channel(s) used in computation",,"Group 2 - Tropopause temperature and pressure",,,,"Operational"
452,"002025","Satellite channel(s) used in computation","6","HIRS",,,,"Operational"
453,"002025","Satellite channel(s) used in computation","7","MSU",,,,"Operational"
454,"002025","Satellite channel(s) used in computation","8-9","Reserved",,,,"Operational"
455,"002025","Satellite channel(s) used in computation",,"Group 3 - Total ozone",,,,"Operational"
456,"002025","Satellite channel(s) used in computation","10","HIRS (1, 2, 3, 8, 9, 16, 17)",,,,"Operational"
457,"002025","Satellite channel(s) used in computation","11","HIRS (1, 2, 3, 9, 17)",,,,"Operational"
458,"002025","Satellite channel(s) used in computation","12","MSU",,,,"Operational"
459,"002025","Satellite channel(s) used in computation","13-14","Reserved",,,,"Operational"
460,"002025","Satellite channel(s) used in computation",,"Group 4 - Mean temperature for the layers: surface to 850 hPa, 850 to 700 hPa, 700 to 500 hPa, 500 to 400 hPa, 400 to 300 hPa, 300 to 200 hPa, and 200 to 100 hPa",,,,"Operational"
461,"002025","Satellite channel(s) used in computation","15","HIRS",,,,"Operational"
462,"002025","Satellite channel(s) used in computation","16","HIRS",,,"*#BUFR_16_0_0_CodeFlag.doc#BC_CF002025","Operational"
463,"002025","Satellite channel(s) used in computation","17","MSU",,,,"Operational"
464,"002025","Satellite channel(s) used in computation","18","SKINTK (ocean only)",,,,"Operational"
465,"002025","Satellite channel(s) used in computation","19-20","Reserved",,,,"Operational"
466,"002025","Satellite channel(s) used in computation",,"Group 5 - Channel combinations used to obtain mean temperatures for the layers 100 to 70 hPa, 70 to 50 hPa, 50 to 30 hPa, 30 to 10 hPa, 10 to 5 hPa, 5 to 2 hPa, 2 to 1 hPa, 1 to 0.4 hPa",,,,"Operational"
467,"002025","Satellite channel(s) used in computation","21","HIRS",,,"*#BUFR_16_0_0_CodeFlag.doc#BC_CF002025","Operational"
468,"002025","Satellite channel(s) used in computation","22","SSU",,,,"Operational"
469,"002025","Satellite channel(s) used in computation","23","MSU (3, 4)",,,,"Operational"
470,"002025","Satellite channel(s) used in computation","24","Reserved",,,,"Operational"
471,"002025","Satellite channel(s) used in computation","All 25","Missing value",,,,"Operational"
472,"002030","Method of current measurement","0","Reserved",,,,"Operational"
473,"002030","Method of current measurement","1","ADCP (Acoustic Doppler Current Profiler)",,,"*#BUFR_16_0_0_CodeFlag.doc#BC_CF002030a","Operational"
474,"002030","Method of current measurement","2","GEK (Geomagnetic ElectroKinetograph)",,,,"Operational"
475,"002030","Method of current measurement","3","Ship's set and drift determined by fixes 3-6 hours apart",,,,"Operational"
476,"002030","Method of current measurement","4","Ship's set and drift determined by fixes more than 6 hours but less than 12 hours apart",,,,"Operational"
477,"002030","Method of current measurement","5","Drift of buoy",,,,"Operational"
478,"002030","Method of current measurement","6","ADCP (Acoustic Doppler Current Profiler)",,,,"Operational"
479,"002030","Method of current measurement","7","Missing value",,,,"Operational"
480,"002031","Duration and time of current measurement","0","Reserved",,,,"Operational"
481,"002031","Duration and time of current measurement","1","Instantaneous","between H-1 and H",,,"Operational"
482,"002031","Duration and time of current measurement","2","Averaged over 3 minutes or less","between H-1 and H",,,"Operational"
483,"002031","Duration and time of current measurement","3","Averaged over more than 3 minutes, but 6 at the most","between H-1 and H",,,"Operational"
484,"002031","Duration and time of current measurement","4","Averaged over more than 6 minutes, but 12 at the most","between H-1 and H",,,"Operational"
485,"002031","Duration and time of current measurement","5","Instantaneous","between H-2 and H-1",,,"Operational"
486,"002031","Duration and time of current measurement","6","Averaged over 3 minutes or less","between H-2 and H-1",,,"Operational"
487,"002031","Duration and time of current measurement","7","Averaged over more than 3 minutes, but 6 at the most","between H-2 and H-1",,,"Operational"
488,"002031","Duration and time of current measurement","8","Averaged over more than 6 minutes, but 12 at the most","between H-2 and H-1",,,"Operational"
