-1:46:-1:128
134:LNSP:Ln surface pressure [hPa]
135:PSLC:Surface pressure [hPa]
136:PMSL:P M S L pressure mesinger method [hPa]
137:MASK:Mask []
138:MXWU:Maximum u-wind [m s-1]
139:MXWV:Maximum v-wind [m s-1]
140:CAPE:Convective avail. Pot.energy [m2 s-2]
141:CINE:Convective inhib. Energy [m2 s-2]
142:LHCV:Convective latent heating [K s]
143:MSCV:Convective moisture source [1 s]
144:SCVM:Shallow conv. Moisture source [1 s]
145:SCVH:Shallow convective heating [K s]
146:MXWP:Maximum wind press. Lvl [hPa]
147:USTR:Storm motion u-component [m s-1]
148:VSTR:Storm motion v-component [m s-1]
149:CBNT:Mean cloud cover []
150:PCBS:Pressure at cloud base [hPa]
151:PCTP:Pressure at cloud top [hPa]
152:FZHT:Freezing level height [m]
153:FZRH:Freezing level relative humidity [%]
154:FDLT:Flight levels temperature [K]
155:FDLU:Flight levels u-wind [m s-1]
156:FDLV:Flight levels v-wind [m s-1]
157:TPPP:Tropopause pressure [hPa]
158:TPPT:Tropopause temperature [K]
159:TPPU:Tropopause u-wind component [m s-1]
160:TPPV:Tropopause v-wind component [m s-1]
161:var161:var161 []
162:GVDU:Gravity wave drag du/dt [m s-2]
163:GVDV:Gravity wave drag dv/dt [m s-2]
164:GVUS:Grav wave drag sfc zonal stress [Pa]
165:GVVS:Grav wave drag sfc merid stress [Pa]
166:var166:var166 []
167:DVSH:Divergence of specific humidity [1 s]
168:HMFC:Horiz. Moisture flux conv. [1 s]
169:VMFL:Vert. Integ moisture flux conv. [kg m-2 s-1 ]
170:VADV:Vertical moisture advection [kg kg-1 s-1]
171:NHCM:Neg. Hum. Corr. Moisture source [kg kg-1 s-1]
172:LGLH:Large scale latent heating [K s]
173:LGMS:Large scale moisture source [1 s]
174:SMAV:Soil moisture availability []
175:TGRZ:Soil temperature of root zone [K]
176:BSLH:Bare soil latent heat [Ws m-2]
177:EVPP:Potential sfc evaporation [m]
178:RNOF:Runoff [kg m-2 s-1 ]
179:PITP:Interception loss [W m-2]
180:VPCA:Vapor press of canopy air space [mb]
181:QSFC:Surface spec humidity [kg kg-1]
182:USSL:Soil wetness of surface []
183:UZRS:Soil wetness of root zone []
184:UZDS:Soil wetness of drainage zone []
185:AMDL:Storage on canopy [m]
186:AMSL:Storage on ground [m]
187:TSFC:Surface temperature [K]
188:TEMS:Surface absolute temperature [K]
189:TCAS:Temperature of canopy air space [K]
190:CTMP:Temperature at canopy [K]
191:TGSC:Ground/surface cover temperature [K]
192:UVES:Surface zonal wind u [m s-1]
193:USST:Surface zonal wind stress [Pa]
194:VVES:Surface meridional wind v [m s-1]
195:VSST:Surface meridional wind stress [Pa]
196:SUVF:Surface momentum flux [W m-2]
197:ISWF:Incident short wave flux [W m-2]
198:GHFL:Time ave ground ht flx [W m-2]
199:var199:var199 []
200:LWBC:Net long wave at bottom clear [W m-2]
201:LWTC:Outgoing long wave at top clear [W m-2]
202:SWEC:Short wv absrbd by earth/atm cl [W m-2]
203:OCAC:Short wave absrbd at ground clr [W m-2]
205:LWRH:Long wave radiative heating [K s]
206:SWRH:Short wave radiative heating [K s]
207:OLIS:Downward long wave at bottom [W m-2]
208:OLIC:Downward long wave at bottom cl [W m-2]
209:OCIS:Downward short wave at ground [W m-2]
210:OCIC:Downward short wave at grd cl [W m-2]
211:OLES:Upward long wave at bottom [W m-2]
212:OCES:Upward short wave at ground [W m-2]
213:SWGC:Upward short wave at ground cl [W m-2]
214:ROCE:Upward short wave at top [W m-2]
215:SWTC:Upward short wave at top clear [W m-2]
216:var216:var216 []
217:var217:var217 []
218:HHDF:Horizontal heating diffusion [K s]
219:HMDF:Horizontal moisture diffusion [1 s]
220:HDDF:Horizontal divergence diffusion [1 s-2]
221:HVDF:Horizontal vorticity diffusion [1 s-2]
222:VDMS:Vertical diff. Moisture source [1 s]
223:VDFU:Vertical diffusion du/dt [m s-2]
224:VDFV:Vertical diffusion dv/dt [m s-2]
225:VDFH:Vertical diffusion heating [K s]
226:UMRS:Surface relative humidity []
227:VDCC:Vertical dist total cloud cover []
228:var228:var228 []
229:var229:var229 []
230:USMT:Time mean surface zonal wind u [m s-1]
231:VSMT:Time mean surface merid wind v [m s-1]
232:TSMT:Time mean surface absolute temp [K]
233:RSMT:Time mean sfc relative humidity []
234:ATMT:Time mean absolute temperature [K]
235:STMT:Time mean deep soil temperature [K]
236:OMMT:Time mean derived omega [Pa s-1]
237:DVMT:Time mean divergence [1 s]
238:ZHMT:Time mean geopotential height [m]
239:LNMT:Time mean log surface pressure [ln(cbar)]
240:MKMT:Time mean mask []
241:VVMT:Time mean meridional wind v [m s-1]
242:OMTM:Time mean omega [cbar s-1]
243:PTMT:Time mean potential temperature [K]
244:PCMT:Time mean precip. Water [kg m-2]
245:RHMT:Time mean relative humidity [%]
246:MPMT:Time mean sea level pressure [hPa]
247:SIMT:Time mean sigmadot [1 s]
248:UEMT:Time mean specific humidity [kg kg-1]
249:FCMT:Time mean stream function [m2 s-1]
250:PSMT:Time mean surface pressure [hPa]
251:TMMT:Time mean surface temperature [K]
252:PVMT:Time mean velocity potential [m2 s-1]
253:TVMT:Time mean virtual temperature [K]
254:VTMT:Time mean vorticity [1 s]
255:UVMT:Time mean zonal wind u [m s-1]
